NU_INSCRICAO,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q006,Q024,Q025,Q026,Q047
14aa83b6149c9c7ebb17cc4cdacf673f1ee4b5d0,16,2.0,3,2,0,2,450.8,509.2,523.8,473.6,1,120.0,120.0,120.0,80.0,140.0,580.0,8,8,2,2,1,1,1
2bac17e6e593ad0d9d0c56bafb0ab313ab85fd63,15,2.0,3,3,0,1,392.3,512.2,516.9,448.6,1,120.0,80.0,80.0,100.0,40.0,420.0,2,5,3,2,2,1,1
0e3cd455bd4d6aecf1adbeb81ce1b4ccf6bf08f7,18,2.0,2,2,0,2,389.8,439.4,524.6,383.4,1,140.0,120.0,120.0,120.0,60.0,560.0,3,2,4,1,2,3,1
969f9ace86afc170cac83c0964e324b4658bbe1d,17,2.0,0,2,0,2,409.9,515.7,506.8,442.4,0,120.0,120.0,80.0,100.0,60.0,480.0,2,5,4,1,2,1,1
570fbaa006e9bf77e4c1b84e946f2a29dbbb048f,18,2.0,1,2,0,2,409.4,534.6,516.5,512.1,0,160.0,120.0,120.0,140.0,80.0,620.0,4,3,4,2,2,1,1
c8a12cffa3c522fc365eeddb6bc90b0557831739,18,1.0,2,2,0,2,399.8,494.7,403.8,431.1,1,120.0,80.0,100.0,100.0,40.0,440.0,2,4,2,1,1,1,1
10a6174233a6b8aca78021b25f49bc6ec012a16f,17,2.0,1,3,0,1,402.5,518.4,506.9,399.7,1,100.0,120.0,80.0,120.0,100.0,520.0,5,5,3,1,1,3,1
6e8b29a6f6903027b11e082244e556974f2633ae,17,1.0,3,3,0,1,452.3,636.5,570.8,473.3,0,120.0,120.0,100.0,120.0,60.0,520.0,5,5,2,1,1,3,1
a11edb8e0b4873e61137faaf38b39f71e94377a3,17,1.0,1,2,0,2,390.0,537.9,497.5,417.9,1,120.0,100.0,80.0,100.0,40.0,440.0,5,5,4,1,1,2,1
7a350a917621bec0da6908af6a5094da6c2ce13c,19,1.0,1,1,1,1,589.1,607.8,637.6,659.6,1,160.0,140.0,120.0,160.0,120.0,700.0,3,5,3,1,1,1,1
6ddcffe5d32784ded11cf210263fff8aa36d27e1,22,2.0,3,1,5,1,415.5,469.5,501.7,558.3,1,120.0,120.0,80.0,120.0,60.0,500.0,2,5,2,1,1,1,1
0fd5646ddc10c58529489c923d23d48850351aaf,34,2.0,3,4,0,1,412.3,382.1,460.0,465.9,1,100.0,120.0,100.0,100.0,60.0,480.0,2,2,2,1,1,2,1
3e6fb9056d0541bd41459bb5affdfab137aa32c6,17,2.0,3,2,0,2,427.4,506.6,530.7,446.9,1,120.0,100.0,100.0,120.0,60.0,500.0,5,8,2,1,1,1,1
3c68234d7d7ec62c253920fe7157ce9c7b419d8d,19,1.0,3,4,0,1,389.5,430.6,420.5,408.4,1,120.0,120.0,100.0,120.0,120.0,580.0,5,4,7,2,2,1,1
f7a98c9ca3b78853231328b050daaffc18cda52c,23,1.0,3,1,2,1,400.2,512.3,475.8,456.3,0,120.0,120.0,100.0,80.0,40.0,460.0,3,6,5,2,2,3,1
eac98780f09559c1f95e6ebfe70ad96e5d6cfd62,17,2.0,1,2,0,2,439.2,558.2,551.1,488.6,1,120.0,120.0,120.0,120.0,140.0,620.0,3,5,1,1,1,1,1
c11b5793bf09d859841261bfcde3da1c3b6dc1f2,19,2.0,4,1,2,1,535.7,551.7,547.6,528.3,0,160.0,140.0,140.0,140.0,140.0,720.0,2,2,3,1,1,1,1
41b92ad529153710edc29c970acb7e9ec310922a,21,2.0,3,1,4,1,502.4,485.1,496.3,498.0,0,120.0,120.0,120.0,120.0,60.0,540.0,2,4,4,2,2,2,1
d32cace3e8404042ecf6a4f84db9f0bcdeff630f,17,2.0,3,1,1,1,536.9,638.1,569.4,656.4,1,160.0,160.0,140.0,160.0,160.0,780.0,2,5,3,2,2,1,4
e8d6713976a1272af9970d523db61b2f38e8f4b9,17,1.0,2,2,0,2,363.4,480.2,471.3,456.5,1,100.0,80.0,80.0,100.0,80.0,440.0,1,5,2,1,1,1,1
752ba25478dc5766e2a6cfa517bac374cbb75236,17,2.0,3,2,0,2,425.5,451.1,509.4,453.7,1,100.0,100.0,80.0,80.0,60.0,420.0,2,2,2,1,2,1,1
8af677bfecb3f1da7ae7a7197bc53befe1aa91c2,18,1.0,1,2,0,2,596.1,636.5,672.4,713.7,0,160.0,160.0,200.0,200.0,120.0,840.0,4,5,4,3,2,3,1
06595f534e7a8b40f265743fdbf0d92a7faa7be1,16,2.0,1,3,0,1,466.1,526.1,553.1,377.4,1,160.0,160.0,160.0,140.0,160.0,780.0,5,5,5,3,2,1,5
ac86a782fe22a4a093b709ecc52ef3d4015d4291,30,1.0,3,1,10,1,493.7,592.7,520.9,543.5,1,140.0,120.0,120.0,120.0,40.0,540.0,3,4,3,2,2,3,1
8e53aadc7b2ab6502851d790cfafd43ef8245b89,18,2.0,3,3,0,1,442.4,394.1,402.8,435.8,1,80.0,80.0,40.0,80.0,40.0,320.0,5,3,3,2,2,3,1
984195b1d6f96b485a151552c98e8b2873798903,16,1.0,2,3,0,1,374.8,405.8,497.7,438.7,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,2,2,2,1,1
e7f0fe4759defa8e3a8ede7c117a05e986f93cf2,20,2.0,1,1,3,1,683.9,676.5,609.6,662.4,0,160.0,160.0,120.0,160.0,200.0,800.0,4,7,8,3,2,1,1
648fb6f94ddb9f6494c3c1a3149a1f5506cbaac2,19,2.0,2,1,1,1,450.0,531.0,445.4,404.3,1,120.0,60.0,80.0,120.0,20.0,400.0,3,3,3,2,2,3,1
6f2582a7adc744871a86e6561823136d80d66159,17,1.0,1,2,0,2,434.4,411.7,481.8,440.7,1,120.0,120.0,120.0,120.0,80.0,560.0,3,3,5,2,2,1,1
9ba66f2e5dfef4f837aad171b06f9f9fba55b2e0,17,1.0,2,2,0,2,611.9,667.3,622.8,568.2,1,100.0,120.0,140.0,140.0,80.0,580.0,2,2,2,1,1,1,1
7a2e6429e049020b93114754bdd64164ebb2ce8d,20,1.0,3,1,3,1,501.5,571.4,578.7,402.6,1,120.0,120.0,120.0,140.0,120.0,620.0,3,3,2,2,1,1,1
d3e0b5882fdc86ebe24116616d6ef2ad8b3e5621,20,2.0,3,1,1,1,411.1,501.3,408.3,359.0,1,160.0,140.0,140.0,120.0,40.0,600.0,4,5,2,1,1,1,1
5644056749938ddaa3c665ddb7da8a6d7771a409,17,2.0,1,2,0,2,405.6,386.3,463.9,387.9,1,120.0,120.0,120.0,140.0,60.0,560.0,3,4,2,2,1,1,1
68a2182da0e75e23cc343a0c64b6854109ae87ad,17,2.0,3,3,0,1,385.2,512.0,415.7,477.9,1,120.0,120.0,120.0,120.0,80.0,560.0,2,4,2,1,1,1,1
dec348b1b37d89a60f96e44a0ada5b2eaa8a1fdd,17,2.0,3,2,0,3,388.7,529.4,550.2,383.2,0,120.0,120.0,100.0,120.0,80.0,540.0,8,5,7,2,2,2,4
8e9d6352c2345f5a0392df7755def86e90651bfd,25,1.0,3,1,6,1,530.2,535.8,492.7,503.3,1,120.0,120.0,120.0,120.0,120.0,600.0,1,3,3,1,1,3,1
57dfd5287ae1f12389f13e523838ac3739fa2aa2,17,2.0,3,2,0,2,519.3,522.3,512.0,402.1,1,100.0,100.0,80.0,120.0,80.0,480.0,5,4,3,2,2,1,1
3adeeb729a6a3473c6236ca85c34ad3600439303,16,2.0,1,3,0,1,488.2,622.7,645.3,409.2,0,120.0,120.0,100.0,120.0,60.0,520.0,4,3,4,2,2,1,1
7443b1f5e6b5003638c5e9d08272d1e6416f9e34,16,2.0,3,3,0,1,451.6,391.3,408.2,408.9,1,120.0,120.0,100.0,120.0,100.0,560.0,5,6,4,2,2,1,1
aa124a2efed5699027203c8143f57c17ff55ac2e,38,2.0,3,4,0,1,521.3,679.9,624.5,582.6,1,120.0,120.0,120.0,120.0,80.0,560.0,1,3,3,1,1,3,1
b75fa4077ce1a42c3c61ba328928c4e8bd7a1b5f,23,2.0,3,1,5,1,374.9,586.6,539.5,453.2,1,100.0,120.0,120.0,100.0,60.0,500.0,1,1,3,1,1,3,1
746d156b7d870d8c2fd27ec29d7f578854ad2cbf,17,2.0,1,2,0,2,439.6,586.9,532.3,494.9,0,120.0,60.0,80.0,120.0,80.0,460.0,5,5,3,1,1,1,1
1050201d7ea712179ef1f5518d277ac87bbbe231,25,2.0,4,1,4,1,461.2,498.2,449.6,472.9,1,140.0,120.0,120.0,140.0,80.0,600.0,2,2,3,1,1,2,1
25eac4333220a216e1b60a1a930fb023e11016a5,17,2.0,3,3,0,1,398.5,515.5,485.5,451.5,1,100.0,40.0,40.0,80.0,40.0,300.0,3,3,2,2,1,1,1
29b1ea1c040adcce5ee2ffe6a2fc3891b02b304d,27,2.0,1,1,4,1,412.8,508.4,508.7,462.1,0,100.0,100.0,80.0,80.0,0.0,360.0,5,4,4,3,2,2,1
b54cab30b9e611d2b92d55d9cc6d4fa7c55373ba,17,2.0,1,2,0,2,452.9,600.9,605.5,609.4,0,160.0,160.0,140.0,120.0,120.0,700.0,4,4,3,2,1,1,1
27ac348e78fbaedb552e82662544f3c32a30b826,18,2.0,2,2,0,2,473.0,578.0,575.0,518.7,0,160.0,120.0,120.0,120.0,80.0,600.0,6,3,4,1,2,1,1
f8fcca525f9b706ebf8c9fbdfa61ff52c32955e3,18,2.0,1,2,0,2,542.9,490.4,549.7,450.8,1,140.0,140.0,160.0,120.0,40.0,600.0,5,5,6,3,2,1,1
a3b928e562dae2cfd6a9c29005dfd5ca2c2c65ad,21,2.0,3,4,0,1,452.5,497.2,448.3,511.0,1,160.0,140.0,120.0,160.0,120.0,700.0,5,5,4,2,2,2,1
bf2fd37985b2c83e69321d46a6f02633c3cfaaab,22,1.0,3,1,4,1,458.9,547.9,468.7,395.8,0,120.0,120.0,120.0,120.0,100.0,580.0,3,5,1,1,2,2,1
75c2f99bcce0b610efdbf4c0a4e7a2dccc7e045b,34,2.0,3,1,10,1,428.5,578.1,570.1,445.3,0,120.0,120.0,120.0,120.0,60.0,540.0,2,5,1,1,1,2,4
371041cf0f2b3a0f276b9dbe7edeb4deea1ce793,20,2.0,3,1,3,1,647.3,690.8,642.6,766.1,0,120.0,120.0,160.0,160.0,120.0,680.0,5,6,11,5,2,1,4
1287f6f3848b28398095dd412c070aaa9f311194,18,2.0,3,3,0,1,390.8,483.7,414.3,459.2,0,120.0,80.0,80.0,120.0,40.0,440.0,4,5,3,1,2,3,1
26db4aa4044b012a120e5ac70a854946ccc6e099,18,1.0,3,1,1,1,510.0,529.1,460.0,368.1,1,120.0,100.0,100.0,120.0,80.0,520.0,5,6,4,2,2,1,1
93144b310580380d97c4782d821702854bc35b89,18,2.0,3,1,1,1,425.8,468.7,563.2,429.2,1,120.0,80.0,80.0,100.0,100.0,480.0,2,2,3,2,1,1,1
3a1b9dd99af602e0c12c1a94c71ca3d867ee205d,19,2.0,1,1,2,1,462.5,551.5,527.0,393.0,1,160.0,120.0,120.0,160.0,80.0,640.0,3,5,2,1,1,2,1
c88b83da6b73a252ca7f0e56e5887c2a32cc56f1,16,2.0,3,3,0,1,394.3,468.0,458.5,417.7,1,120.0,120.0,120.0,120.0,120.0,600.0,6,7,12,2,2,1,4
001b5e575484fa19b13509c965e8745dc29367ac,50,2.0,1,1,10,1,455.0,518.1,517.2,538.8,1,120.0,120.0,120.0,120.0,140.0,620.0,2,2,2,2,2,3,1
b0721bba22a559ddde0bf18a3e336a7aa7ccdd46,21,1.0,4,1,4,1,634.0,649.1,645.3,681.5,0,120.0,160.0,160.0,160.0,80.0,680.0,6,6,6,5,2,2,4
7c84a4c81ffe0ad6a606bf6f20149416c41eafdb,22,2.0,1,4,0,1,409.9,459.5,388.7,463.7,0,120.0,60.0,60.0,120.0,40.0,400.0,3,2,3,1,1,3,1
1da026054ee6c2590f3cd1f221f73cdc397f4f54,18,2.0,3,2,0,2,457.6,477.9,476.1,473.9,1,140.0,120.0,120.0,100.0,80.0,560.0,2,2,3,1,2,1,1
6221a57577de93315303e19a7ed9c11338f6a102,17,1.0,3,2,0,2,373.4,448.6,440.4,447.3,1,80.0,60.0,40.0,40.0,20.0,240.0,2,3,2,1,1,3,1
3c16ff67b1e14261f43bac0fd980f5adac99dee0,21,1.0,1,1,4,1,475.6,481.5,525.5,433.5,1,120.0,120.0,100.0,100.0,120.0,560.0,5,5,2,2,1,2,1
5c4c712cffc33d1808911732600845fdf2911d93,17,2.0,1,2,0,2,446.2,502.1,444.9,354.9,1,120.0,120.0,120.0,140.0,60.0,560.0,4,8,5,1,1,1,1
80affaa426d2b29b63bd16a535c8afb56a34da3a,19,2.0,3,2,0,2,467.9,540.7,519.9,445.0,0,120.0,120.0,120.0,120.0,100.0,580.0,2,5,2,1,1,3,1
a90f252f50ea2f05fc327656b24ec3d3a53ff3af,18,2.0,3,2,0,2,372.3,482.0,474.9,431.6,1,120.0,120.0,100.0,80.0,60.0,480.0,2,3,6,2,2,1,1
b97b7e49184abc8d1ca471a9d07e8b6835aa4469,20,1.0,2,1,2,1,410.7,566.6,523.8,519.6,1,120.0,140.0,140.0,120.0,120.0,640.0,7,5,5,2,2,3,1
397f39fc1452dac3801c8ae661f4a4c17679031e,21,1.0,3,1,4,1,497.1,515.6,553.7,557.3,0,80.0,120.0,80.0,120.0,60.0,460.0,2,2,3,1,2,1,1
fae7b81cc12a197e878b49ace664aee491ddf17e,20,1.0,3,1,1,1,449.6,486.3,457.9,419.4,0,120.0,40.0,80.0,80.0,40.0,360.0,5,5,5,1,2,3,2
1044cce997b0762369360c26477419ac19d61263,18,2.0,3,1,1,1,479.0,487.8,476.9,457.0,1,120.0,120.0,120.0,120.0,60.0,540.0,2,7,5,2,2,1,1
cb30ed003ca62f38830b663d738bd4654709d437,16,1.0,1,3,0,1,746.3,662.8,663.4,895.4,0,160.0,160.0,160.0,160.0,120.0,760.0,5,6,9,2,2,1,4
fb5a321acc5ce7b24c4d9e941259a1e87932103f,29,1.0,4,4,0,1,388.4,459.2,418.8,417.7,1,80.0,80.0,80.0,100.0,60.0,400.0,1,2,2,2,2,2,1
a0e1bc3845395e26a65b1899c0a31f4d2f83eada,21,2.0,2,1,5,1,487.2,521.0,446.6,413.1,0,120.0,120.0,120.0,80.0,120.0,560.0,3,5,2,1,1,1,1
682fca06927f6bfbebbdec83d36d361c37fcd5e4,22,2.0,3,1,3,1,463.0,567.1,507.5,388.7,1,120.0,140.0,120.0,120.0,120.0,620.0,1,1,3,2,2,1,1
b14a920929da96997a31fb50f85a73d77b861458,17,1.0,2,2,0,2,419.9,433.3,459.7,389.0,0,120.0,80.0,80.0,100.0,60.0,440.0,5,5,4,2,2,3,1
33559a962a46f405e12571a28a5a5220b0d5cab3,18,2.0,3,2,0,2,403.6,514.6,503.0,432.1,0,140.0,120.0,120.0,140.0,80.0,600.0,4,3,2,2,2,1,1
26bd594bf25515add88303792181b360078fe33f,18,2.0,3,3,0,1,488.7,526.2,502.9,392.2,1,100.0,120.0,140.0,120.0,100.0,580.0,3,3,3,1,1,1,1
bc0f2c014377680453faf04dfe07887a8fb7b96e,24,2.0,3,1,4,1,594.1,553.9,512.4,486.2,0,100.0,120.0,120.0,120.0,60.0,520.0,3,2,3,1,1,2,3
14af15c9d8a6c63cc8a6f78de3cb110b8801e36b,17,2.0,3,1,1,1,406.2,530.2,503.1,398.9,1,120.0,120.0,100.0,120.0,140.0,600.0,2,3,3,2,2,3,1
8106b127cfa71fc50e38017cea826b7c6623ace3,20,2.0,4,1,3,1,478.8,544.4,580.5,600.6,0,120.0,120.0,120.0,100.0,80.0,540.0,5,5,7,2,2,2,1
0f561b117fbdd2e868a500656e3a78cc79e68d43,14,2.0,3,4,0,1,563.9,557.6,600.5,609.9,0,160.0,160.0,160.0,160.0,140.0,780.0,7,6,17,2,2,1,4
307e52686c16820dfd8b70810a9a234a730cf8f7,18,2.0,3,2,0,2,466.3,484.3,511.5,357.6,1,120.0,100.0,100.0,100.0,60.0,480.0,3,3,2,2,2,1,1
b0dcf4ba4d4fd8372ae64cd1c31e0c829097c0ba,22,2.0,0,4,0,1,424.1,479.7,550.4,471.1,1,100.0,80.0,100.0,80.0,60.0,420.0,3,3,6,2,2,3,1
3f168c12137e41b90f6f1c9d6e66fd57f8d06267,18,2.0,2,1,1,1,456.7,558.3,431.0,422.2,1,120.0,100.0,80.0,100.0,40.0,440.0,4,5,2,1,2,1,1
dc8e5bfdd9cdbb0c9d3b710024d8ce074bf1a57f,16,2.0,1,3,0,1,611.2,594.2,561.1,645.8,0,140.0,120.0,120.0,140.0,80.0,600.0,7,7,16,5,2,1,4
a8e658a683671b057802b8a718373458d47a4090,17,2.0,1,2,0,2,571.3,606.6,595.7,559.6,1,140.0,120.0,140.0,140.0,80.0,620.0,5,5,4,2,2,2,1
0ec7ed41f5bde054376fd791e2877e20e514ad39,22,2.0,1,2,0,2,529.2,545.5,563.8,390.5,1,120.0,120.0,100.0,120.0,80.0,540.0,4,4,3,1,2,3,1
b107a4986100c297a6bf96d29fdb7f49422bfe90,20,2.0,3,1,3,1,501.5,609.9,578.0,505.1,1,140.0,120.0,120.0,120.0,80.0,580.0,2,2,3,2,2,2,1
6d76ace1ae1e011ee843936112bf8a686c104ad9,20,2.0,3,1,2,1,470.3,540.4,597.5,400.9,1,120.0,120.0,120.0,120.0,80.0,560.0,2,2,2,1,1,2,1
81ecd9cc805515d03eaebbc5c2be3a8b1337f417,17,1.0,3,2,0,2,440.6,557.5,425.5,515.3,0,120.0,120.0,100.0,120.0,60.0,520.0,2,5,3,2,2,2,1
d99bd03ec565c9d21496fe991c24818674b9a47b,15,2.0,3,3,0,1,491.4,528.7,553.9,521.0,0,160.0,160.0,140.0,160.0,100.0,720.0,5,7,7,2,2,1,4
f51dc2700a0c98ade1c29b2ffbe58835d57f4d86,20,1.0,3,2,0,2,439.7,480.5,480.3,442.0,0,100.0,100.0,60.0,80.0,0.0,340.0,5,3,3,1,2,1,1
5e86bc7e81cb5e94c1feacaf84dc6cb25ddc4ec1,35,1.0,3,1,10,1,485.3,590.4,510.3,432.8,1,160.0,140.0,160.0,120.0,0.0,580.0,7,7,3,2,2,2,2
10e2eb92060026d863773b94ee1ed8a1e67c8def,17,2.0,1,2,0,3,566.4,533.6,583.7,554.3,0,140.0,160.0,160.0,140.0,120.0,720.0,7,7,14,3,2,1,4
c6f00c61d0633949c4d70a22053c70704da30130,17,1.0,3,2,0,2,432.5,446.7,463.0,344.1,1,80.0,80.0,80.0,80.0,20.0,340.0,2,2,2,1,1,1,1
6f5fc9462b1c046e9416a93d75ba15eb063eaf5b,25,1.0,1,2,0,2,457.5,521.1,406.0,421.5,1,120.0,100.0,80.0,100.0,40.0,440.0,8,4,2,1,1,2,1
17a454ea4a71d23d973a065764933a609b7ce6f6,17,2.0,3,3,0,1,457.3,500.1,505.7,466.0,1,120.0,120.0,120.0,120.0,60.0,540.0,3,3,3,1,1,1,1
7a1384cc3ea6de31d83e8d3cbc12979d5f71bcce,17,2.0,3,2,0,2,390.6,413.8,457.8,389.1,1,120.0,80.0,100.0,100.0,40.0,440.0,5,5,2,1,1,1,1
3731b79d21af85bee030e56a8bc02c2076c0c0ff,20,2.0,2,1,1,1,580.3,622.2,581.6,474.7,0,180.0,160.0,180.0,200.0,180.0,900.0,7,7,15,3,2,1,2
29b5b9bcc4316345a72c8c44d63558cff9d85663,24,2.0,3,1,6,1,521.1,479.8,522.8,434.1,1,120.0,120.0,140.0,120.0,40.0,540.0,4,5,5,2,2,2,1
3710456aa967baece20dc91093f30b1789555ab2,19,1.0,1,1,1,1,527.9,578.8,570.1,589.4,0,120.0,100.0,120.0,120.0,120.0,580.0,2,3,4,1,2,1,1
7db617aab3cc1bbb308e634c1abe608433578f90,16,1.0,1,3,0,1,439.6,569.8,585.8,538.2,1,140.0,80.0,100.0,120.0,20.0,460.0,5,3,3,1,1,1,1
32ba978c6d2a9b0870be0b7931b3bbae1fcfef34,18,2.0,2,1,1,1,506.4,586.1,578.8,457.6,0,120.0,40.0,0.0,40.0,0.0,200.0,4,5,2,1,1,1,1
4c00ee2fe7bc3a22d3b6292edb04ae51b4e27950,17,1.0,3,2,0,2,468.9,579.5,551.1,603.8,1,120.0,120.0,120.0,120.0,80.0,560.0,8,8,8,2,2,3,1
23843a82588039ceea75b0bab8ec57027de1b9b5,18,1.0,3,2,0,2,448.0,409.6,434.9,408.0,0,120.0,80.0,80.0,100.0,20.0,400.0,2,4,3,1,1,1,1
ff31466c8078f1c1b0f48fc4e9e3ba7fe16811c1,25,1.0,1,1,7,1,581.2,636.1,581.8,633.4,0,200.0,160.0,160.0,180.0,120.0,820.0,5,7,11,3,2,3,4
bc8390255aa2d477936f9d2c648d9c5f10149945,16,2.0,3,3,0,1,398.4,471.4,435.1,410.7,1,120.0,120.0,120.0,120.0,80.0,560.0,3,3,2,1,1,1,1
3e25495c48250ce5aef4ba3b61e7168f8fd8458c,28,1.0,3,1,10,1,584.8,638.1,618.6,606.2,1,120.0,120.0,120.0,120.0,100.0,580.0,8,5,6,3,2,3,1
02fca487c962612003eba462491ea293b3a585f9,19,2.0,2,2,0,2,449.0,593.4,490.2,390.5,0,140.0,140.0,140.0,120.0,100.0,640.0,5,2,2,1,1,1,1
90d259f62ea5cbb656322cdf4bf41b1f10e82164,21,2.0,1,1,4,1,424.0,549.8,546.3,406.3,0,120.0,100.0,100.0,120.0,60.0,500.0,3,5,5,2,2,3,1
89a60686cb361eaebab477d695860e1d5c5d188b,18,1.0,1,2,0,3,629.8,709.1,652.2,691.7,0,160.0,200.0,200.0,180.0,200.0,940.0,5,7,9,3,2,1,5
9c1302e257817d97915e03e2c305d9161b8e778f,21,2.0,1,1,2,1,487.1,536.7,525.1,436.4,1,120.0,120.0,140.0,120.0,40.0,540.0,3,3,3,1,2,2,1
73713bfd693177eee0e236de80967d3864f4cbe9,16,1.0,4,3,0,1,588.2,651.6,626.1,628.4,0,180.0,160.0,140.0,140.0,120.0,740.0,6,5,10,4,2,1,1
a3ca5289538beb1173ffea2f66f0d773aad57c3b,21,2.0,1,1,4,1,604.6,636.5,672.9,503.2,1,160.0,160.0,160.0,160.0,160.0,800.0,6,6,7,3,2,2,2
a7226ce1c2f86164845a87295eb6ad30c1a610ea,19,2.0,4,1,2,1,439.1,466.4,452.2,427.9,1,140.0,100.0,120.0,120.0,20.0,500.0,5,1,3,2,2,1,1
35d4139e384970cca56d169443980956cf08e6c3,18,1.0,3,3,0,1,454.8,481.0,488.6,378.6,0,100.0,80.0,80.0,120.0,40.0,420.0,5,5,2,1,1,3,1
3636619fd57041245635abbdf9afb770b065d825,19,2.0,3,2,0,2,445.7,484.3,537.0,530.5,0,140.0,160.0,160.0,140.0,140.0,740.0,5,6,3,3,2,1,1
6ec9c451b7932ed8c2b0fc5db8e1af57a3558a59,25,2.0,3,1,6,1,404.5,460.4,428.0,382.2,1,140.0,80.0,80.0,140.0,20.0,460.0,2,2,5,1,1,1,1
b8aba61abf74d52e53ce68f7fb32bfa3feef5197,18,1.0,3,2,0,2,432.2,477.1,510.2,535.9,1,120.0,80.0,80.0,120.0,80.0,480.0,2,3,2,1,2,1,1
5b76bfa0a12df346b3eab50699aee7a38779920a,32,2.0,1,1,10,1,496.4,580.8,528.2,392.7,1,160.0,160.0,120.0,140.0,80.0,660.0,2,4,7,2,2,2,1
395d5b62f77ba8d78495a93b749fe9209b61ba8f,17,2.0,3,2,0,3,567.6,625.6,582.4,475.2,0,120.0,120.0,120.0,140.0,120.0,620.0,5,5,5,2,2,1,5
63636d9c51041430d6320de8411911820d04a1e5,17,1.0,3,2,0,2,457.4,550.6,528.0,468.0,0,120.0,100.0,100.0,120.0,80.0,520.0,4,5,3,2,2,1,1
659604d1225b4aecdcfb1443d0d5bc4da1bf9598,21,1.0,3,2,0,2,464.7,560.2,485.3,468.9,0,120.0,140.0,160.0,120.0,100.0,640.0,4,5,1,1,1,2,1
993174572f9b8bf9cbe7caa13c5a7125a60bbbb8,17,1.0,3,2,0,2,456.7,464.9,552.1,599.2,0,80.0,100.0,80.0,100.0,40.0,400.0,4,5,5,2,2,2,1
1f76efd114238f1fab6eea488e6db9f5bdeb39b7,18,1.0,3,2,0,2,382.9,506.7,510.6,545.7,0,120.0,80.0,80.0,80.0,80.0,440.0,5,4,4,2,2,2,1
1bf5ec72ad8577a8d613c585a94169111b829036,16,2.0,3,3,0,1,415.4,399.3,469.0,349.6,1,120.0,40.0,60.0,100.0,0.0,320.0,2,2,2,1,1,1,1
2a786ec2dca399de4dfe21b9313f73582da8a56d,18,2.0,3,1,1,1,430.0,586.0,546.3,553.1,1,80.0,120.0,120.0,120.0,120.0,560.0,4,2,2,1,1,1,1
43acbc60b41831338f805edae94f7b5850b4d40f,16,1.0,3,2,0,2,604.5,577.0,447.6,607.9,0,160.0,140.0,120.0,160.0,100.0,680.0,8,6,6,3,1,1,1
cee9c575da75ee2bd140068c671990cc79999201,20,2.0,3,1,3,1,445.5,493.8,459.3,399.3,1,120.0,120.0,100.0,120.0,60.0,520.0,2,2,1,1,1,1,1
bca32d24333100e22e45c66131a2f799f9c5f93c,18,2.0,3,2,0,2,459.8,455.2,512.9,432.7,1,120.0,120.0,120.0,120.0,80.0,560.0,4,7,2,2,1,2,1
79f3944402349bf89f0a93476c8de46b5838a743,15,1.0,3,3,0,1,556.6,624.9,620.4,567.4,0,120.0,120.0,140.0,120.0,120.0,620.0,4,7,8,1,1,1,4
5e03dec3fab9db16c5a919ef1ead35335e431969,17,1.0,1,2,0,3,599.2,670.3,673.8,843.7,0,160.0,160.0,160.0,160.0,0.0,640.0,6,6,14,3,2,1,4
aa00c0d9c3a9c982046573af08f9c98994067666,18,2.0,1,1,1,1,495.7,579.0,530.1,586.0,1,120.0,140.0,120.0,100.0,60.0,540.0,4,4,7,2,2,3,1
e44f0602bd8c3b380c8471c3cb27d6902f4a36cd,15,1.0,3,3,0,1,481.9,390.1,489.8,383.3,0,120.0,100.0,120.0,100.0,100.0,540.0,5,7,3,1,1,1,1
363743e5c7db3c4ed34d2925ef0d1c27e1a9a5b2,40,2.0,2,1,10,1,467.1,465.9,440.5,513.9,1,80.0,60.0,60.0,80.0,40.0,320.0,1,1,8,1,1,3,1
4a3d5a5792c7c2f3e13bfe44bb67df64ea7939ce,17,2.0,1,1,1,1,439.6,549.3,562.2,552.6,0,160.0,120.0,120.0,160.0,100.0,660.0,5,5,3,2,2,1,1
56befa2d2b01c88e5486cdc0401357171f41ac41,17,1.0,3,3,0,1,458.9,553.8,428.5,468.3,1,160.0,120.0,100.0,120.0,120.0,620.0,8,8,2,1,1,1,1
8a9b791aa05f62ae2c4b458721f6334aa8152a67,17,2.0,1,2,0,2,439.1,504.2,462.4,446.5,1,140.0,120.0,120.0,120.0,100.0,600.0,5,4,3,2,2,3,1
61b75c332cddfc2ac715b1efba9fb29e9b4bdbef,26,1.0,1,1,8,1,631.0,704.6,643.3,854.7,0,120.0,140.0,120.0,140.0,80.0,600.0,6,6,16,5,2,2,4
d0724c5ab0191fcfb6e1c0fae3822f2dbd421426,18,2.0,3,2,0,2,430.6,443.7,371.8,489.7,0,80.0,80.0,80.0,80.0,60.0,380.0,2,2,3,1,2,1,1
43e6d33064c46d58e4cabfcd115f7e6b1209f52f,24,2.0,1,1,6,1,440.7,574.6,574.4,519.5,1,180.0,180.0,180.0,160.0,40.0,740.0,8,5,5,1,1,3,1
